Hugoniot 
Temperature Density   Pressure   IntEnergy  SpEntropy   Part. Vel.  Shock Vel. 
K ,          g/cm3   ,   GPa   ,     MJ/kg  , MJ/K/kg ,   km/s ,    km/s
  7.450000e+03,   5.653256e+00,   2.336084e+02,   1.586952e+01,   3.945488e-03,   5.573957e+00,   1.298750e+01
  7.500000e+03,   5.656596e+00,   2.345550e+02,   1.594479e+01,   3.952249e-03,   5.587431e+00,   1.300868e+01
  7.550000e+03,   5.659936e+00,   2.355017e+02,   1.602010e+01,   3.958966e-03,   5.600890e+00,   1.302981e+01
  7.600000e+03,   5.663275e+00,   2.364486e+02,   1.609543e+01,   3.965639e-03,   5.614333e+00,   1.305087e+01
  7.650000e+03,   5.666614e+00,   2.373956e+02,   1.617080e+01,   3.972269e-03,   5.627760e+00,   1.307188e+01
  7.700000e+03,   5.669953e+00,   2.383428e+02,   1.624620e+01,   3.978856e-03,   5.641171e+00,   1.309283e+01
  7.750000e+03,   5.673291e+00,   2.392901e+02,   1.632163e+01,   3.985401e-03,   5.654566e+00,   1.311373e+01
  7.800000e+03,   5.676608e+00,   2.402363e+02,   1.639709e+01,   3.991908e-03,   5.667918e+00,   1.313457e+01
  7.850000e+03,   5.679869e+00,   2.411791e+02,   1.647258e+01,   3.998384e-03,   5.681176e+00,   1.315535e+01
  7.900000e+03,   5.683129e+00,   2.421221e+02,   1.654810e+01,   4.004820e-03,   5.694420e+00,   1.317607e+01
  7.950000e+03,   5.686389e+00,   2.430652e+02,   1.662365e+01,   4.011215e-03,   5.707648e+00,   1.319674e+01
  8.000000e+03,   5.689649e+00,   2.440085e+02,   1.669922e+01,   4.017570e-03,   5.720861e+00,   1.321735e+01
  8.050000e+03,   5.692908e+00,   2.449519e+02,   1.677483e+01,   4.023886e-03,   5.734059e+00,   1.323791e+01
  8.100000e+03,   5.696167e+00,   2.458954e+02,   1.685047e+01,   4.030162e-03,   5.747243e+00,   1.325842e+01
  8.150000e+03,   5.699425e+00,   2.468391e+02,   1.692614e+01,   4.036401e-03,   5.760411e+00,   1.327888e+01
  8.200000e+03,   5.702683e+00,   2.477829e+02,   1.700184e+01,   4.042601e-03,   5.773564e+00,   1.329928e+01
  8.250000e+03,   5.705941e+00,   2.487268e+02,   1.707756e+01,   4.048764e-03,   5.786703e+00,   1.331963e+01
  8.300000e+03,   5.709188e+00,   2.496702e+02,   1.715332e+01,   4.054891e-03,   5.799812e+00,   1.333993e+01
  8.350000e+03,   5.712371e+00,   2.506098e+02,   1.722910e+01,   4.060994e-03,   5.812820e+00,   1.336017e+01
  8.400000e+03,   5.715554e+00,   2.515495e+02,   1.730491e+01,   4.067060e-03,   5.825813e+00,   1.338036e+01
  8.450000e+03,   5.718737e+00,   2.524894e+02,   1.738075e+01,   4.073091e-03,   5.838792e+00,   1.340050e+01
  8.500000e+03,   5.721920e+00,   2.534293e+02,   1.745662e+01,   4.079085e-03,   5.851757e+00,   1.342059e+01
  8.550000e+03,   5.725102e+00,   2.543694e+02,   1.753252e+01,   4.085045e-03,   5.864708e+00,   1.344062e+01
  8.600000e+03,   5.728283e+00,   2.553097e+02,   1.760844e+01,   4.090970e-03,   5.877644e+00,   1.346061e+01
  8.650000e+03,   5.731465e+00,   2.562500e+02,   1.768440e+01,   4.096860e-03,   5.890566e+00,   1.348055e+01
  8.700000e+03,   5.734645e+00,   2.571905e+02,   1.776038e+01,   4.102717e-03,   5.903474e+00,   1.350045e+01
  8.750000e+03,   5.737826e+00,   2.581311e+02,   1.783639e+01,   4.108540e-03,   5.916369e+00,   1.352029e+01
  8.800000e+03,   5.741006e+00,   2.590718e+02,   1.791243e+01,   4.114329e-03,   5.929249e+00,   1.354009e+01
  8.850000e+03,   5.744132e+00,   2.600093e+02,   1.798849e+01,   4.120096e-03,   5.942041e+00,   1.355982e+01
  8.900000e+03,   5.747241e+00,   2.609458e+02,   1.806459e+01,   4.125833e-03,   5.954796e+00,   1.357952e+01
