Hugoniot 
Temperature Density   Pressure   IntEnergy  SpEntropy   Part. Vel.  Shock Vel. 
K ,          g/cm3   ,   GPa   ,     MJ/kg  , MJ/K/kg ,   km/s ,    km/s
  0.000000e+00,   6.203883e+00,   4.744608e+02,   2.955110e+01,   0.000000e+00,   7.686494e+00,   1.763616e+01
  0.000000e+00,   6.236893e+00,   4.968333e+02,   3.115599e+01,   0.000000e+00,   7.892527e+00,   1.798567e+01
  0.000000e+00,   6.269903e+00,   5.206409e+02,   3.286821e+01,   0.000000e+00,   8.106567e+00,   1.834988e+01
  0.000000e+00,   6.302913e+00,   5.460138e+02,   3.469757e+01,   0.000000e+00,   8.329174e+00,   1.872982e+01
  0.000000e+00,   6.335922e+00,   5.730886e+02,   3.665445e+01,   0.000000e+00,   8.560894e+00,   1.912646e+01
  0.000000e+00,   6.368932e+00,   6.020366e+02,   3.875168e+01,   0.000000e+00,   8.802464e+00,   1.954117e+01
  0.000000e+00,   6.401942e+00,   6.330303e+02,   4.100241e+01,   0.000000e+00,   9.054547e+00,   1.997513e+01
  0.000000e+00,   6.434951e+00,   6.662735e+02,   4.342203e+01,   0.000000e+00,   9.317943e+00,   2.042982e+01
  0.000000e+00,   6.467961e+00,   7.019907e+02,   4.602761e+01,   0.000000e+00,   9.593499e+00,   2.090674e+01
  0.000000e+00,   6.500971e+00,   7.404378e+02,   4.883859e+01,   0.000000e+00,   9.882164e+00,   2.140763e+01
  0.000000e+00,   6.533981e+00,   7.818880e+02,   5.187585e+01,   0.000000e+00,   1.018488e+01,   2.193415e+01
  0.000000e+00,   6.566990e+00,   8.266712e+02,   5.516448e+01,   0.000000e+00,   1.050281e+01,   2.248844e+01
  0.000000e+00,   6.600000e+00,   8.751369e+02,   5.873131e+01,   0.000000e+00,   1.083709e+01,   2.307252e+01
  0.000000e+00,   6.633010e+00,   9.276772e+02,   6.260649e+01,   0.000000e+00,   1.118897e+01,   2.368857e+01
  0.000000e+00,   6.666019e+00,   9.847473e+02,   6.682496e+01,   0.000000e+00,   1.155984e+01,   2.433912e+01
  0.000000e+00,   6.699029e+00,   1.046847e+03,   7.142536e+01,   0.000000e+00,   1.195118e+01,   2.502675e+01
  0.000000e+00,   6.732039e+00,   1.114528e+03,   7.645041e+01,   0.000000e+00,   1.236450e+01,   2.575411e+01
  0.000000e+00,   6.765049e+00,   1.188403e+03,   8.194780e+01,   0.000000e+00,   1.280139e+01,   2.652396e+01
  0.000000e+00,   6.798058e+00,   1.269143e+03,   8.797018e+01,   0.000000e+00,   1.326350e+01,   2.733913e+01
  0.000000e+00,   6.831068e+00,   1.357497e+03,   9.457617e+01,   0.000000e+00,   1.375254e+01,   2.820253e+01
  0.000000e+00,   6.864078e+00,   1.454270e+03,   1.018294e+02,   0.000000e+00,   1.427021e+01,   2.911699e+01
  0.000000e+00,   6.897087e+00,   1.560308e+03,   1.097976e+02,   0.000000e+00,   1.481807e+01,   3.008505e+01
