Hugoniot 
Temperature Density   Pressure   IntEnergy  SpEntropy   Part. Vel.  Shock Vel. 
K ,          g/cm3   ,   GPa   ,     MJ/kg  , MJ/K/kg ,   km/s ,    km/s
  3.203600e+02,   3.492484e+00,   9.772250e+00,   1.902645e-01,   3.323140e-04,   4.865981e-01,   6.236829e+00
  3.206200e+02,   3.494537e+00,   9.849404e+00,   1.919680e-01,   3.326517e-04,   4.902080e-01,   6.239780e+00
  3.208800e+02,   3.496417e+00,   9.920730e+00,   1.936491e-01,   3.330150e-04,   4.935286e-01,   6.242680e+00
  3.211400e+02,   3.498285e+00,   9.991654e+00,   1.953286e-01,   3.333797e-04,   4.968276e-01,   6.245561e+00
  3.214000e+02,   3.500152e+00,   1.006257e+01,   1.970079e-01,   3.337441e-04,   5.001244e-01,   6.248425e+00
  3.216600e+02,   3.502020e+00,   1.013347e+01,   1.986870e-01,   3.341082e-04,   5.034190e-01,   6.251274e+00
  3.219200e+02,   3.503887e+00,   1.020437e+01,   2.003659e-01,   3.344719e-04,   5.067115e-01,   6.254106e+00
  3.221800e+02,   3.505754e+00,   1.027525e+01,   2.020447e-01,   3.348353e-04,   5.100017e-01,   6.256923e+00
  3.224400e+02,   3.507621e+00,   1.034613e+01,   2.037233e-01,   3.351984e-04,   5.132898e-01,   6.259725e+00
  3.227000e+02,   3.509487e+00,   1.041700e+01,   2.054017e-01,   3.355612e-04,   5.165756e-01,   6.262512e+00
  3.229600e+02,   3.511353e+00,   1.048785e+01,   2.070800e-01,   3.359236e-04,   5.198593e-01,   6.265284e+00
  3.232200e+02,   3.513219e+00,   1.055870e+01,   2.087581e-01,   3.362857e-04,   5.231408e-01,   6.268042e+00
  3.234800e+02,   3.515084e+00,   1.062954e+01,   2.104360e-01,   3.366475e-04,   5.264201e-01,   6.270785e+00
  3.237400e+02,   3.516950e+00,   1.070036e+01,   2.121137e-01,   3.370089e-04,   5.296972e-01,   6.273515e+00
  3.240000e+02,   3.518683e+00,   1.076671e+01,   2.137658e-01,   3.373898e-04,   5.327536e-01,   6.276198e+00
  3.242600e+02,   3.520381e+00,   1.083189e+01,   2.154114e-01,   3.377754e-04,   5.357520e-01,   6.278859e+00
  3.245200e+02,   3.522080e+00,   1.089708e+01,   2.170569e-01,   3.381608e-04,   5.387487e-01,   6.281507e+00
  3.247800e+02,   3.523778e+00,   1.096226e+01,   2.187024e-01,   3.385458e-04,   5.417440e-01,   6.284142e+00
  3.250400e+02,   3.525477e+00,   1.102743e+01,   2.203480e-01,   3.389306e-04,   5.447377e-01,   6.286765e+00
  3.253000e+02,   3.527175e+00,   1.109261e+01,   2.219935e-01,   3.393150e-04,   5.477299e-01,   6.289376e+00
  3.255600e+02,   3.528873e+00,   1.115779e+01,   2.236391e-01,   3.396991e-04,   5.507206e-01,   6.291974e+00
  3.258200e+02,   3.530572e+00,   1.122296e+01,   2.252846e-01,   3.400830e-04,   5.537097e-01,   6.294561e+00
  3.260800e+02,   3.532270e+00,   1.128813e+01,   2.269301e-01,   3.404665e-04,   5.566973e-01,   6.297136e+00
  3.263400e+02,   3.533968e+00,   1.135330e+01,   2.285757e-01,   3.408497e-04,   5.596834e-01,   6.299700e+00
  3.266000e+02,   3.535666e+00,   1.141846e+01,   2.302212e-01,   3.412326e-04,   5.626679e-01,   6.302252e+00
  3.268600e+02,   3.537364e+00,   1.148362e+01,   2.318667e-01,   3.416152e-04,   5.656509e-01,   6.304793e+00
  3.271200e+02,   3.539062e+00,   1.154878e+01,   2.335122e-01,   3.419976e-04,   5.686324e-01,   6.307323e+00
  3.273800e+02,   3.540693e+00,   1.161167e+01,   2.351409e-01,   3.423895e-04,   5.715021e-01,   6.309822e+00
  3.276400e+02,   3.542241e+00,   1.167174e+01,   2.367488e-01,   3.427935e-04,   5.742343e-01,   6.312287e+00
  3.279000e+02,   3.543789e+00,   1.173181e+01,   2.383568e-01,   3.431973e-04,   5.769656e-01,   6.314741e+00
  3.281600e+02,   3.545338e+00,   1.179189e+01,   2.399651e-01,   3.436007e-04,   5.796959e-01,   6.317185e+00
  3.284200e+02,   3.546886e+00,   1.185197e+01,   2.415734e-01,   3.440039e-04,   5.824251e-01,   6.319619e+00
  3.286800e+02,   3.548435e+00,   1.191206e+01,   2.431819e-01,   3.444068e-04,   5.851533e-01,   6.322044e+00
