Hugoniot 
Temperature Density   Pressure   IntEnergy  SpEntropy   Part. Vel.  Shock Vel. 
K ,          g/cm3   ,   GPa   ,     MJ/kg  , MJ/K/kg ,   km/s ,    km/s
  5.750000e+03,   5.445347e+00,   1.565142e+02,   1.048851e+01,   3.285255e-03,   4.445077e+00,   1.091127e+01
  5.800000e+03,   5.452551e+00,   1.578553e+02,   1.059272e+01,   3.296640e-03,   4.468367e+00,   1.094740e+01
  5.850000e+03,   5.460029e+00,   1.592446e+02,   1.070076e+01,   3.308326e-03,   4.492441e+00,   1.098457e+01
  5.900000e+03,   5.467790e+00,   1.606836e+02,   1.081273e+01,   3.320322e-03,   4.517320e+00,   1.102279e+01
  5.950000e+03,   5.475840e+00,   1.621740e+02,   1.092876e+01,   3.332634e-03,   4.543023e+00,   1.106209e+01
  6.000000e+03,   5.484001e+00,   1.637075e+02,   1.104886e+01,   3.345287e-03,   4.569322e+00,   1.110242e+01
  6.050000e+03,   5.492405e+00,   1.652919e+02,   1.117319e+01,   3.358275e-03,   4.596400e+00,   1.114383e+01
  6.100000e+03,   5.501112e+00,   1.669311e+02,   1.130189e+01,   3.371595e-03,   4.624340e+00,   1.118635e+01
  6.150000e+03,   5.510127e+00,   1.686262e+02,   1.143505e+01,   3.385252e-03,   4.653151e+00,   1.122997e+01
  6.200000e+03,   5.519209e+00,   1.703655e+02,   1.157261e+01,   3.399273e-03,   4.682522e+00,   1.127464e+01
  6.250000e+03,   5.528584e+00,   1.721612e+02,   1.171476e+01,   3.413637e-03,   4.712751e+00,   1.132040e+01
  6.300000e+03,   5.538271e+00,   1.740149e+02,   1.186157e+01,   3.428342e-03,   4.743861e+00,   1.136725e+01
  6.350000e+03,   5.548147e+00,   1.759205e+02,   1.201301e+01,   3.443401e-03,   4.775688e+00,   1.141514e+01
  6.400000e+03,   5.558184e+00,   1.778768e+02,   1.216911e+01,   3.458815e-03,   4.808193e+00,   1.146406e+01
  6.450000e+03,   5.568528e+00,   1.798919e+02,   1.232996e+01,   3.474565e-03,   4.841563e+00,   1.151401e+01
  6.500000e+03,   5.579114e+00,   1.819621e+02,   1.249553e+01,   3.490652e-03,   4.875705e+00,   1.156496e+01
  6.550000e+03,   5.589782e+00,   1.840791e+02,   1.266575e+01,   3.507092e-03,   4.910401e+00,   1.161685e+01
  6.600000e+03,   5.600746e+00,   1.862540e+02,   1.284070e+01,   3.523850e-03,   4.945924e+00,   1.166968e+01
  6.650000e+03,   5.611945e+00,   1.884831e+02,   1.302031e+01,   3.540926e-03,   4.982177e+00,   1.172342e+01
  6.700000e+03,   5.623194e+00,   1.907563e+02,   1.320447e+01,   3.558334e-03,   5.018910e+00,   1.177797e+01
  6.750000e+03,   5.634721e+00,   1.930851e+02,   1.339319e+01,   3.576034e-03,   5.056403e+00,   1.183336e+01
  6.800000e+03,   5.646424e+00,   1.954632e+02,   1.358637e+01,   3.594025e-03,   5.094507e+00,   1.188950e+01
  6.850000e+03,   5.658183e+00,   1.978835e+02,   1.378387e+01,   3.612312e-03,   5.133051e+00,   1.194634e+01
  6.900000e+03,   5.670193e+00,   2.003554e+02,   1.398565e+01,   3.630852e-03,   5.172267e+00,   1.200386e+01
  6.950000e+03,   5.682281e+00,   2.028683e+02,   1.419152e+01,   3.649654e-03,   5.211908e+00,   1.206197e+01
  7.000000e+03,   5.694460e+00,   2.054219e+02,   1.440137e+01,   3.668699e-03,   5.251974e+00,   1.212062e+01
  7.050000e+03,   5.706856e+00,   2.080215e+02,   1.461507e+01,   3.687950e-03,   5.292603e+00,   1.217979e+01
  7.100000e+03,   5.719202e+00,   2.106510e+02,   1.483239e+01,   3.707428e-03,   5.333424e+00,   1.223935e+01
  7.150000e+03,   5.731693e+00,   2.133196e+02,   1.505319e+01,   3.727083e-03,   5.374667e+00,   1.229929e+01
  7.200000e+03,   5.744301e+00,   2.160238e+02,   1.527728e+01,   3.746898e-03,   5.416269e+00,   1.235954e+01
  7.250000e+03,   5.756836e+00,   2.187514e+02,   1.550442e+01,   3.766881e-03,   5.457956e+00,   1.242000e+01
  7.300000e+03,   5.769519e+00,   2.215127e+02,   1.573441e+01,   3.786974e-03,   5.499991e+00,   1.248066e+01
  7.350000e+03,   5.782163e+00,   2.242951e+02,   1.596702e+01,   3.807184e-03,   5.542101e+00,   1.254140e+01
  7.400000e+03,   5.794805e+00,   2.270987e+02,   1.620199e+01,   3.827481e-03,   5.584307e+00,   1.260219e+01
  7.450000e+03,   5.807551e+00,   2.299270e+02,   1.643910e+01,   3.847824e-03,   5.626718e+00,   1.266297e+01
  7.500000e+03,   5.820102e+00,   2.327611e+02,   1.667805e+01,   3.868236e-03,   5.668917e+00,   1.272363e+01
  7.550000e+03,   5.832720e+00,   2.356133e+02,   1.691860e+01,   3.888650e-03,   5.711217e+00,   1.278416e+01
  7.600000e+03,   5.845292e+00,   2.384749e+02,   1.716047e+01,   3.909058e-03,   5.753442e+00,   1.284446e+01
  7.650000e+03,   5.857728e+00,   2.413382e+02,   1.740338e+01,   3.929453e-03,   5.795445e+00,   1.290447e+01
  7.700000e+03,   5.870189e+00,   2.442099e+02,   1.764704e+01,   3.949779e-03,   5.837409e+00,   1.296415e+01
  7.750000e+03,   5.882467e+00,   2.470757e+02,   1.789117e+01,   3.970049e-03,   5.879036e+00,   1.302341e+01
  7.800000e+03,   5.894662e+00,   2.499387e+02,   1.813547e+01,   3.990221e-03,   5.920428e+00,   1.308221e+01
  7.850000e+03,   5.906835e+00,   2.528000e+02,   1.837966e+01,   4.010259e-03,   5.961637e+00,   1.314051e+01
  7.900000e+03,   5.918716e+00,   2.556413e+02,   1.862346e+01,   4.030187e-03,   6.002287e+00,   1.319821e+01
  7.950000e+03,   5.930547e+00,   2.584743e+02,   1.886657e+01,   4.049939e-03,   6.042667e+00,   1.325530e+01
  8.000000e+03,   5.942260e+00,   2.612927e+02,   1.910870e+01,   4.069504e-03,   6.082666e+00,   1.331172e+01
  8.050000e+03,   5.953706e+00,   2.640850e+02,   1.934959e+01,   4.088887e-03,   6.122062e+00,   1.336740e+01
  8.100000e+03,   5.965060e+00,   2.668595e+02,   1.958896e+01,   4.108036e-03,   6.161066e+00,   1.342232e+01
  8.150000e+03,   5.976239e+00,   2.696089e+02,   1.982654e+01,   4.126946e-03,   6.199545e+00,   1.347644e+01
  8.200000e+03,   5.987147e+00,   2.723251e+02,   2.006207e+01,   4.145615e-03,   6.237354e+00,   1.352970e+01
  8.250000e+03,   5.997929e+00,   2.750148e+02,   2.029531e+01,   4.163999e-03,   6.274665e+00,   1.358209e+01
  8.300000e+03,   6.008518e+00,   2.776720e+02,   2.052602e+01,   4.182094e-03,   6.311372e+00,   1.363356e+01
  8.350000e+03,   6.018805e+00,   2.802880e+02,   2.075397e+01,   4.199904e-03,   6.347316e+00,   1.368407e+01
  8.400000e+03,   6.028936e+00,   2.828701e+02,   2.097895e+01,   4.217387e-03,   6.382675e+00,   1.373362e+01
  8.450000e+03,   6.038901e+00,   2.854157e+02,   2.120075e+01,   4.234533e-03,   6.417420e+00,   1.378219e+01
  8.500000e+03,   6.048504e+00,   2.879112e+02,   2.141920e+01,   4.251368e-03,   6.451282e+00,   1.382972e+01
  8.550000e+03,   6.057928e+00,   2.903666e+02,   2.163411e+01,   4.267845e-03,   6.484494e+00,   1.387623e+01
  8.600000e+03,   6.067168e+00,   2.927801e+02,   2.184533e+01,   4.283959e-03,   6.517037e+00,   1.392170e+01
  8.650000e+03,   6.076133e+00,   2.951448e+02,   2.205271e+01,   4.299718e-03,   6.548786e+00,   1.396611e+01
  8.700000e+03,   6.084816e+00,   2.974593e+02,   2.225614e+01,   4.315118e-03,   6.579723e+00,   1.400944e+01
  8.750000e+03,   6.093301e+00,   2.997280e+02,   2.245550e+01,   4.330138e-03,   6.609957e+00,   1.405172e+01
  8.800000e+03,   6.101585e+00,   3.019497e+02,   2.265069e+01,   4.344775e-03,   6.639479e+00,   1.409294e+01
  8.850000e+03,   6.109574e+00,   3.041179e+02,   2.284164e+01,   4.359047e-03,   6.668163e+00,   1.413308e+01
  8.900000e+03,   6.117299e+00,   3.062339e+02,   2.302829e+01,   4.372945e-03,   6.696049e+00,   1.417214e+01
  8.950000e+03,   6.124818e+00,   3.083013e+02,   2.321058e+01,   4.386460e-03,   6.723216e+00,   1.421017e+01
  9.000000e+03,   6.132133e+00,   3.103196e+02,   2.338849e+01,   4.399593e-03,   6.749666e+00,   1.424714e+01
  9.050000e+03,   6.139215e+00,   3.122870e+02,   2.356200e+01,   4.412353e-03,   6.775365e+00,   1.428309e+01
