P (GPa), T (K), S (J/K/kg),rho(kg/m^3), gamma, Cv/NKb, us(km/s), up(km/s) 
112.827543942,2371.91289571,2722.83342825,4921.87619612,1.28142820557,0.0,9.18587810193,3.11759799833
113.473466233,2389.77520673,2729.39873474,4930.95812944,1.28162917825,0.0,9.20291154153,3.12927439533
114.119314842,2407.6750039,2735.99104132,4940.04006276,1.28183226297,0.0,9.21994414305,3.14095079233
114.766298658,2425.90422136,2742.16148475,4949.12199608,1.28204260588,0.0,9.236975899,3.15262718932
115.419463867,2444.25217929,2747.97012855,4958.2039294,1.28195047984,0.0,9.25400680188,3.16430358632
116.070121723,2463.50209759,2753.68622621,4967.28586271,1.28187222403,0.0,9.2710368442,3.17597998332
116.72796569,2482.20647382,2759.54361671,4976.36779603,1.28130634106,0.0,9.28806601848,3.18765638032
117.385756625,2501.02559257,2765.95615676,4985.44972935,1.28108311258,0.0,9.30509431722,3.19933277731
118.04571269,2519.74109756,2772.66632129,4994.53166267,1.28054408855,0.0,9.32212173292,3.21100917431
118.705990515,2537.57252133,2778.47609829,5003.61359599,1.28032652424,0.0,9.3391482581,3.22268557131
119.363596201,2556.84462858,2784.89690523,5012.69552931,1.28004338819,0.0,9.35617388526,3.23436196831
120.021678019,2575.41867816,2790.58196362,5021.77746263,1.2795232846,0.0,9.37319860691,3.2460383653
120.687516698,2593.84033768,2797.08723897,5030.85939595,1.27890264982,0.0,9.39022241556,3.2577147623
121.355058177,2612.75219169,2803.30075832,5039.94132926,1.2782886385,0.0,9.40724530372,3.2693911593
122.024022957,2631.84216955,2809.13159196,5049.02326258,1.27745951298,0.0,9.42426726389,3.2810675563
122.692584931,2650.67461856,2815.67672781,5058.1051959,1.27641037181,0.0,9.44128828859,3.29274395329
123.359996599,2669.04857206,2822.66886693,5067.18712922,1.2755716967,0.0,9.45830837032,3.30442035029
124.030299506,2688.5921573,2828.62437699,5076.26906254,1.27435388763,0.0,9.47532750159,3.31609674729
124.703655806,2709.31475125,2836.10835894,5085.35099586,1.27361334199,0.0,9.4923456749,3.32777314429
125.37797714,2728.67127363,2843.21979031,5094.43292918,1.27208888404,0.0,9.50936288277,3.33944954128
126.05474988,2747.86731284,2849.90426759,5103.5148625,1.27100175759,0.0,9.5263791177,3.35112593828
